
Parameters:
ALLOW_SOFT_PLACEMENT = True
BATCH_SIZE = 64
CHECKPOINT_EVERY = 100
DROPOUT_KEEP_PROB = 0.5
EMBEDDING_DIM = 128
EVALUATE_EVERY = 100
FILTER_SIZES = 3,4,5
L2_REG_LAMBDA = 0.0
LOG_DEVICE_PLACEMENT = False
NEGATIVE_FILE = ../rotten_tomatoes/rt-polarity.neg
NUM_EPOCHS = 200
NUM_FILTERS = 128
POSITIVE_FILE = ../rotten_tomatoes/rt-polarity.pos

Loading data...
Vocabulary Size: 18759
Train/Dev split: 9662/1000
Writing to /Users/dsiegler19/PycharmProjects/ASPResearch/env/src/sentiment_analysis/cnn/runs/1485217103

2017-01-23T19:18:26.491229: step 1, loss 4.86229, acc 0.59375
2017-01-23T19:18:26.671555: step 2, loss 5.6599, acc 0.46875
2017-01-23T19:18:26.914531: step 3, loss 4.97593, acc 0.53125
2017-01-23T19:18:27.194208: step 4, loss 5.0362, acc 0.515625
2017-01-23T19:18:27.398367: step 5, loss 5.98015, acc 0.359375
2017-01-23T19:18:27.604146: step 6, loss 4.09924, acc 0.5625
2017-01-23T19:18:27.986446: step 7, loss 5.74935, acc 0.453125
2017-01-23T19:18:28.155972: step 8, loss 4.00694, acc 0.484375
2017-01-23T19:18:28.433650: step 9, loss 4.67609, acc 0.515625
2017-01-23T19:18:28.647772: step 10, loss 4.17945, acc 0.546875
2017-01-23T19:18:29.016105: step 11, loss 4.49353, acc 0.546875
2017-01-23T19:18:29.345436: step 12, loss 5.34964, acc 0.453125
2017-01-23T19:18:29.532061: step 13, loss 4.594, acc 0.53125
2017-01-23T19:18:29.781306: step 14, loss 4.07054, acc 0.46875
2017-01-23T19:18:30.076936: step 15, loss 3.98467, acc 0.546875
2017-01-23T19:18:30.312880: step 16, loss 3.57034, acc 0.484375
2017-01-23T19:18:30.515751: step 17, loss 2.93117, acc 0.578125
2017-01-23T19:18:30.771723: step 18, loss 3.97657, acc 0.46875
2017-01-23T19:18:30.950973: step 19, loss 2.86914, acc 0.546875
2017-01-23T19:18:31.162696: step 20, loss 3.55254, acc 0.484375
2017-01-23T19:18:31.372593: step 21, loss 3.75553, acc 0.46875
2017-01-23T19:18:31.576239: step 22, loss 2.84318, acc 0.5
2017-01-23T19:18:31.897241: step 23, loss 2.55969, acc 0.5625
2017-01-23T19:18:32.070250: step 24, loss 3.01579, acc 0.53125
2017-01-23T19:18:32.327772: step 25, loss 3.59731, acc 0.453125
2017-01-23T19:18:32.505907: step 26, loss 2.87172, acc 0.46875
2017-01-23T19:18:32.768464: step 27, loss 3.07675, acc 0.484375
2017-01-23T19:18:32.947796: step 28, loss 2.70962, acc 0.515625
2017-01-23T19:18:33.228964: step 29, loss 3.09117, acc 0.453125
2017-01-23T19:18:33.424678: step 30, loss 3.13064, acc 0.4375
2017-01-23T19:18:33.624109: step 31, loss 2.56063, acc 0.53125
2017-01-23T19:18:33.815477: step 32, loss 2.54943, acc 0.5
2017-01-23T19:18:34.023705: step 33, loss 3.43475, acc 0.46875
2017-01-23T19:18:34.193933: step 34, loss 2.16295, acc 0.484375
2017-01-23T19:18:34.439648: step 35, loss 2.89467, acc 0.421875
2017-01-23T19:18:34.607868: step 36, loss 2.4965, acc 0.46875
2017-01-23T19:18:34.837472: step 37, loss 3.11355, acc 0.4375
2017-01-23T19:18:35.023030: step 38, loss 2.61701, acc 0.5625
2017-01-23T19:18:35.263788: step 39, loss 2.87846, acc 0.53125
2017-01-23T19:18:35.444355: step 40, loss 2.56328, acc 0.484375
2017-01-23T19:18:35.633632: step 41, loss 2.2953, acc 0.5
2017-01-23T19:18:35.868204: step 42, loss 3.07607, acc 0.484375
2017-01-23T19:18:36.163188: step 43, loss 3.28637, acc 0.515625
2017-01-23T19:18:36.401129: step 44, loss 2.62514, acc 0.515625
2017-01-23T19:18:36.592374: step 45, loss 2.59857, acc 0.453125
2017-01-23T19:18:36.815404: step 46, loss 3.16121, acc 0.4375
2017-01-23T19:18:36.985274: step 47, loss 2.36222, acc 0.453125
2017-01-23T19:18:37.178991: step 48, loss 3.13754, acc 0.453125
2017-01-23T19:18:37.398457: step 49, loss 3.26166, acc 0.40625
2017-01-23T19:18:37.588472: step 50, loss 2.96572, acc 0.40625
2017-01-23T19:18:37.808736: step 51, loss 1.89697, acc 0.609375
2017-01-23T19:18:37.987690: step 52, loss 3.62247, acc 0.375
2017-01-23T19:18:38.206309: step 53, loss 2.04257, acc 0.53125
2017-01-23T19:18:38.438130: step 54, loss 2.17005, acc 0.515625
2017-01-23T19:18:38.623155: step 55, loss 2.93826, acc 0.453125
2017-01-23T19:18:38.853608: step 56, loss 2.83628, acc 0.515625
2017-01-23T19:18:39.136447: step 57, loss 2.034, acc 0.53125
2017-01-23T19:18:39.365629: step 58, loss 1.76922, acc 0.640625
2017-01-23T19:18:39.555563: step 59, loss 1.9545, acc 0.546875
2017-01-23T19:18:39.799131: step 60, loss 2.40928, acc 0.515625
2017-01-23T19:18:39.986023: step 61, loss 2.53036, acc 0.53125
2017-01-23T19:18:40.217522: step 62, loss 2.83215, acc 0.4375
2017-01-23T19:18:40.445802: step 63, loss 2.3029, acc 0.5625
2017-01-23T19:18:40.641859: step 64, loss 2.15894, acc 0.46875
2017-01-23T19:18:40.892768: step 65, loss 1.90276, acc 0.53125
2017-01-23T19:18:41.089990: step 66, loss 2.47712, acc 0.578125
